order_id,customer_id,customer_name,email,city,gender,age,product_id,product_name,brand,category_name,price,quantity,discount,discount_amount,total_price,net_revenue,order_date,order_month,status,order_flag,payment_method,payment_status,transaction_id
127,42,Customer 42,customer42@example.com,Faisalabad,Female,38,61,Product 61,Puma,Category 43,23204.2,3,15.0,10441.89,69612.6,59170.71,2025-04-11 00:00:00,2025-04,Cancelled,Closed,No Payment Record,No Payment Record,UNKNOWN
128,35,Customer 35,customer35@example.com,Lahore,Male,53,20,Product 20,Hp,Category 35,35399.0,3,0.0,0.0,106197.0,106197.0,2025-04-15 00:00:00,2025-04,Pending,Open,No Payment Record,No Payment Record,UNKNOWN
129,39,Customer 39,customer39@example.com,Islamabad,Male,36,95,Product 95,Adidas,Category 49,3903.77,3,0.0,0.0,11711.31,11711.31,2025-09-25 00:00:00,2025-09,Shipped,Closed,No Payment Record,No Payment Record,UNKNOWN
130,95,Customer 95,customer95@example.com,Karachi,Female,41,25,Product 25,Apple,Category 8,15913.0,3,0.0,0.0,47739.0,47739.0,2025-07-19 00:00:00,2025-07,Completed,Closed,No Payment Record,No Payment Record,UNKNOWN
131,119,Customer 119,customer119@example.com,Karachi,Female,41,77,Product 77,Puma,Clothing,18406.75,1,10.0,1840.68,18406.75,16566.07,2025-11-20 00:00:00,2025-11,Pending,Open,EasyPaisa,Unknown,UNKNOWN
132,84,Customer 84,customer84@example.com,Rawalpindi,Male,41,73,Product 73,Puma,Category 37,23204.2,2,10.0,4640.84,46408.4,41767.56,2025-06-12 00:00:00,2025-06,Pending,Open,EasyPaisa,Pending,UNKNOWN
133,113,Customer 113,customer113@example.com,Sialkot,Male,41,72,Product 72,Adidas,Books,3903.77,3,10.0,1171.13,11711.31,10540.18,2025-04-13 00:00:00,2025-04,Shipped,Closed,Unknown,Failed,TXN00120
134,22,Customer 22,customer22@example.com,Faisalabad,Female,19,93,Product 93,Puma,Category 47,23204.2,3,10.0,6961.26,69612.6,62651.34,2025-10-13 00:00:00,2025-10,Unknown,Open,No Payment Record,No Payment Record,UNKNOWN
135,95,Customer 95,customer95@example.com,Karachi,Female,41,100,Product 100,Adidas,Unknown Category,3903.77,5,0.0,0.0,19518.85,19518.85,2025-03-03 00:00:00,2025-03,Unknown,Open,Cash,Pending,TXN00091
136,6,Customer 6,customer6@example.com,Rawalpindi,Male,24,57,Product 57,Sony,Category 99,24950.0,5,0.0,0.0,124750.0,124750.0,2025-05-01 00:00:00,2025-05,Shipped,Closed,No Payment Record,No Payment Record,UNKNOWN
137,79,Customer 79,customer79@example.com,Lahore,Female,41,22,Product 22,Nike,Category 11,35772.0,3,10.0,10731.6,107316.0,96584.4,2025-06-03 00:00:00,2025-06,Pending,Open,Bank Transfer,Failed,TXN00093
138,109,Customer 109,customer109@example.com,Rawalpindi,Male,41,63,Product 63,Generic,Books,15487.61,6,15.0,13938.85,92925.66,78986.81,2025-09-11 00:00:00,2025-09,Unknown,Open,Card,Paid,TXN00105
139,90,Customer 90,unknown@example.com,Multan,Unknown,41,87,Product 87,Generic,Unknown Category,15487.61,3,5.0,2323.14,46462.83,44139.69,2025-09-26 00:00:00,2025-09,Shipped,Closed,No Payment Record,No Payment Record,UNKNOWN
